TIME CONSTANT OF THERMOCOUPLE/ THERMOMETER (Mode Low to High),,,,
Time,Temperature,,,Time (in seconds)
12:31:40,47,,45100,127
12:31:41,47,,45101,128
12:31:41,47,,45101,128
12:31:41,47,,45101,128
12:31:41,47,,45101,128
12:31:42,47,,45102,129
12:31:42,47,,45102,129
12:31:42,47,,45102,129
12:31:42,47,,45102,129
12:31:43,46,,45103,130
12:31:43,46,,45103,130
12:31:43,46,,45103,130
12:31:44,46,,45104,131
12:31:44,46,,45104,131
12:31:44,46,,45104,131
12:31:44,46,,45104,131
12:31:45,46,,45105,132
12:31:45,46,,45105,132
12:31:45,46,,45105,132
12:31:45,46,,45105,132
12:31:46,46,,45106,133
12:31:46,46,,45106,133
12:31:46,46,,45106,133
12:31:46,46,,45106,133
12:31:47,46,,45107,134
12:31:47,46,,45107,134
12:31:47,46,,45107,134
12:31:47,46,,45107,134
12:31:48,46,,45108,135
12:31:48,46,,45108,135
12:31:48,46,,45108,135
12:31:48,46,,45108,135
12:31:49,46,,45109,136
12:31:49,46,,45109,136
12:31:49,46,,45109,136
12:31:50,46,,45110,137
12:31:50,46,,45110,137
12:31:50,46,,45110,137
12:31:50,46,,45110,137
12:31:51,46,,45111,138
12:31:51,46,,45111,138
12:31:51,46,,45111,138
12:31:51,46,,45111,138
12:31:52,46,,45112,139
12:31:52,46,,45112,139
12:31:52,46,,45112,139
12:31:52,46,,45112,139
12:31:53,46,,45113,140
12:31:53,45,,45113,140
12:31:53,45,,45113,140
12:31:53,45,,45113,140
12:31:54,45,,45114,141
12:31:54,45,,45114,141
12:31:54,45,,45114,141
12:31:54,45,,45114,141
12:31:55,45,,45115,142
12:31:55,45,,45115,142
12:31:55,45,,45115,142
12:31:55,45,,45115,142
12:31:56,45,,45116,143
12:31:56,45,,45116,143
12:31:56,45,,45116,143
12:31:57,45,,45117,144
12:31:57,45,,45117,144
12:31:57,45,,45117,144
12:31:57,45,,45117,144
12:31:58,45,,45118,145
12:31:58,45,,45118,145
12:31:58,45,,45118,145
12:31:58,45,,45118,145
12:31:59,45,,45119,146
12:31:59,45,,45119,146
12:31:59,45,,45119,146
12:31:59,45,,45119,146
12:32:00,45,,45120,147
12:32:00,45,,45120,147
12:32:00,45,,45120,147
12:32:00,45,,45120,147
12:32:01,45,,45121,148
12:32:01,45,,45121,148
12:32:01,45,,45121,148
12:32:01,45,,45121,148
12:32:02,45,,45122,149
12:32:02,45,,45122,149
12:32:02,45,,45122,149
12:32:03,45,,45123,150
12:32:03,45,,45123,150
12:32:03,45,,45123,150
12:32:03,44,,45123,150
12:32:04,44,,45124,151
12:32:04,44,,45124,151
12:32:04,44,,45124,151
12:32:04,44,,45124,151
12:32:05,44,,45125,152
12:32:05,44,,45125,152
12:32:05,44,,45125,152
12:32:05,44,,45125,152
12:32:06,44,,45126,153
12:32:06,44,,45126,153
12:32:06,44,,45126,153
12:32:06,44,,45126,153
12:32:07,44,,45127,154
12:32:07,44,,45127,154
12:32:07,44,,45127,154
12:32:07,44,,45127,154
12:32:08,44,,45128,155
12:32:08,44,,45128,155
12:32:08,44,,45128,155
12:32:08,44,,45128,155
12:32:09,44,,45129,156
12:32:09,44,,45129,156
12:32:09,44,,45129,156
12:32:10,44,,45130,157
12:32:10,44,,45130,157
12:32:10,44,,45130,157
12:32:10,44,,45130,157
12:32:11,44,,45131,158
12:32:11,44,,45131,158
12:32:11,44,,45131,158
12:32:11,44,,45131,158
12:32:12,44,,45132,159
12:32:12,44,,45132,159
12:32:12,44,,45132,159
12:32:12,44,,45132,159
12:32:13,44,,45133,160
12:32:13,44,,45133,160
12:32:13,44,,45133,160
12:32:13,44,,45133,160
12:32:14,44,,45134,161
12:32:14,44,,45134,161
12:32:14,44,,45134,161
12:32:14,44,,45134,161
12:32:15,44,,45135,162
12:32:15,44,,45135,162
12:32:15,44,,45135,162
12:32:16,43,,45136,163
12:32:16,43,,45136,163
12:32:16,43,,45136,163
12:32:16,43,,45136,163
12:32:17,43,,45137,164
12:32:17,43,,45137,164
12:32:17,43,,45137,164
12:32:17,43,,45137,164
12:32:18,43,,45138,165
12:32:18,43,,45138,165
12:32:18,43,,45138,165
12:32:18,43,,45138,165
12:32:19,43,,45139,166
12:32:19,43,,45139,166
12:32:19,43,,45139,166
12:32:19,43,,45139,166
12:32:20,43,,45140,167
12:32:20,43,,45140,167
12:32:20,43,,45140,167
12:32:20,43,,45140,167
12:32:21,43,,45141,168
12:32:21,43,,45141,168
12:32:21,43,,45141,168
12:32:21,43,,45141,168
12:32:22,43,,45142,169
12:32:22,43,,45142,169
12:32:22,43,,45142,169
12:32:23,43,,45143,170
12:32:23,43,,45143,170
12:32:23,43,,45143,170
12:32:23,43,,45143,170
12:32:24,43,,45144,171
12:32:24,43,,45144,171
12:32:24,43,,45144,171
12:32:24,43,,45144,171
12:32:25,43,,45145,172
12:32:25,43,,45145,172
12:32:25,43,,45145,172
12:32:25,43,,45145,172
12:32:26,43,,45146,173
12:32:26,43,,45146,173
12:32:26,43,,45146,173
12:32:26,43,,45146,173
12:32:27,43,,45147,174
12:32:27,43,,45147,174
12:32:27,43,,45147,174
12:32:27,43,,45147,174
12:32:28,43,,45148,175
12:32:28,43,,45148,175
12:32:28,43,,45148,175
12:32:28,43,,45148,175
12:32:29,43,,45149,176
12:32:29,43,,45149,176
12:32:29,43,,45149,176
12:32:29,43,,45149,176
12:32:30,43,,45150,177
12:32:30,43,,45150,177
12:32:30,43,,45150,177
12:32:31,43,,45151,178
12:32:31,43,,45151,178
12:32:31,43,,45151,178
12:32:31,42,,45151,178
12:32:32,42,,45152,179
12:32:32,42,,45152,179
12:32:32,42,,45152,179
12:32:32,42,,45152,179
12:32:33,42,,45153,180
12:32:33,42,,45153,180
12:32:33,42,,45153,180
12:32:33,42,,45153,180
12:32:34,42,,45154,181
12:32:34,42,,45154,181
12:32:34,42,,45154,181
12:32:34,42,,45154,181
12:32:35,42,,45155,182
12:32:35,42,,45155,182
12:32:35,42,,45155,182
12:32:35,42,,45155,182
12:32:36,42,,45156,183
12:32:36,42,,45156,183
12:32:36,42,,45156,183
12:32:37,42,,45157,184
12:32:37,42,,45157,184
12:32:37,42,,45157,184
12:32:37,42,,45157,184
12:32:38,42,,45158,185
12:32:38,42,,45158,185
12:32:38,42,,45158,185
12:32:38,42,,45158,185
12:32:39,42,,45159,186
12:32:39,42,,45159,186
12:32:39,42,,45159,186
12:32:39,42,,45159,186
12:32:40,42,,45160,187
12:32:40,42,,45160,187
12:32:40,42,,45160,187
12:32:40,42,,45160,187
12:32:41,42,,45161,188
12:32:41,42,,45161,188
12:32:41,42,,45161,188
12:32:41,42,,45161,188
12:32:42,42,,45162,189
12:32:42,42,,45162,189
12:32:42,42,,45162,189
12:32:43,42,,45163,190
12:32:43,42,,45163,190
12:32:43,42,,45163,190
12:32:43,41,,45163,190
12:32:44,41,,45164,191
12:32:44,41,,45164,191
12:32:44,41,,45164,191
12:32:44,41,,45164,191
12:32:45,41,,45165,192
12:32:45,41,,45165,192
12:32:45,41,,45165,192
12:32:45,41,,45165,192
12:32:46,41,,45166,193
12:32:46,41,,45166,193
12:32:46,41,,45166,193
12:32:46,41,,45166,193
12:32:47,41,,45167,194
12:32:47,41,,45167,194
12:32:47,41,,45167,194
12:32:47,41,,45167,194
12:32:48,41,,45168,195
12:32:48,41,,45168,195
12:32:48,41,,45168,195
12:32:48,41,,45168,195
12:32:49,41,,45169,196
12:32:49,41,,45169,196
12:32:49,41,,45169,196
12:32:49,41,,45169,196
12:32:50,41,,45170,197
12:32:50,41,,45170,197
12:32:50,41,,45170,197
12:32:51,41,,45171,198
12:32:51,41,,45171,198
12:32:51,41,,45171,198
12:32:51,41,,45171,198
12:32:52,41,,45172,199
12:32:52,41,,45172,199
12:32:52,41,,45172,199
12:32:52,41,,45172,199
12:32:53,41,,45173,200
12:32:53,41,,45173,200
12:32:53,41,,45173,200
12:32:53,41,,45173,200
12:32:54,41,,45174,201
12:32:54,41,,45174,201
12:32:54,41,,45174,201
12:32:54,41,,45174,201
12:32:55,41,,45175,202
12:32:55,41,,45175,202
12:32:55,41,,45175,202
12:32:55,41,,45175,202
12:32:56,41,,45176,203
12:32:56,41,,45176,203
12:32:56,41,,45176,203
12:32:56,41,,45176,203
12:32:57,41,,45177,204
12:32:57,41,,45177,204
12:32:57,41,,45177,204
12:32:58,41,,45178,205
12:32:58,41,,45178,205
12:32:58,41,,45178,205
12:32:58,41,,45178,205
12:32:59,41,,45179,206
12:32:59,41,,45179,206
12:32:59,41,,45179,206
12:32:59,41,,45179,206
12:33:00,41,,45180,207
12:33:00,41,,45180,207
12:33:00,41,,45180,207
12:33:00,41,,45180,207
12:33:01,41,,45181,208
12:33:01,41,,45181,208
12:33:01,41,,45181,208
12:33:01,41,,45181,208
12:33:02,41,,45182,209
12:33:02,41,,45182,209
12:33:02,41,,45182,209
12:33:02,41,,45182,209
12:33:03,41,,45183,210
12:33:03,41,,45183,210
12:33:03,41,,45183,210
12:33:03,41,,45183,210
12:33:04,41,,45184,211
12:33:04,41,,45184,211
12:33:04,41,,45184,211
12:33:05,41,,45185,212
12:33:05,41,,45185,212
12:33:05,41,,45185,212
12:33:05,41,,45185,212
12:33:06,41,,45186,213
12:33:06,41,,45186,213
12:33:06,41,,45186,213
12:33:06,41,,45186,213
12:33:07,41,,45187,214
12:33:07,41,,45187,214
12:33:07,41,,45187,214
12:33:07,41,,45187,214
12:33:08,41,,45188,215
12:33:08,41,,45188,215
12:33:08,40,,45188,215
12:33:08,40,,45188,215
12:33:09,40,,45189,216
12:33:09,40,,45189,216
12:33:09,40,,45189,216
12:33:09,40,,45189,216
12:33:10,40,,45190,217
12:33:10,40,,45190,217
12:33:10,40,,45190,217
12:33:10,40,,45190,217
12:33:11,40,,45191,218
12:33:11,40,,45191,218
12:33:11,40,,45191,218
12:33:12,40,,45192,219
12:33:12,40,,45192,219
12:33:12,40,,45192,219
12:33:12,40,,45192,219
12:33:13,40,,45193,220
12:33:13,40,,45193,220
12:33:13,40,,45193,220
12:33:13,40,,45193,220
12:33:14,40,,45194,221
12:33:14,40,,45194,221
12:33:14,40,,45194,221
12:33:14,40,,45194,221
12:33:15,40,,45195,222
12:33:15,40,,45195,222
12:33:15,40,,45195,222
12:33:15,40,,45195,222
12:33:16,40,,45196,223
12:33:16,40,,45196,223
12:33:16,40,,45196,223
12:33:16,40,,45196,223
12:33:17,40,,45197,224
12:33:17,40,,45197,224
12:33:17,40,,45197,224
12:33:17,40,,45197,224
12:33:18,40,,45198,225
12:33:18,40,,45198,225
12:33:18,40,,45198,225
12:33:18,40,,45198,225
12:33:19,40,,45199,226
12:33:19,40,,45199,226
12:33:19,40,,45199,226
12:33:20,40,,45200,227
12:33:20,40,,45200,227
12:33:20,40,,45200,227
12:33:20,40,,45200,227
12:33:21,40,,45201,228
12:33:21,40,,45201,228
12:33:21,40,,45201,228
12:33:21,40,,45201,228
12:33:22,40,,45202,229
12:33:22,40,,45202,229
12:33:22,40,,45202,229
12:33:22,40,,45202,229
12:33:23,40,,45203,230
12:33:23,40,,45203,230
12:33:23,40,,45203,230
12:33:23,40,,45203,230
12:33:24,40,,45204,231
12:33:24,40,,45204,231
12:33:24,40,,45204,231
12:33:24,40,,45204,231
12:33:25,40,,45205,232
12:33:25,40,,45205,232
12:33:25,40,,45205,232
12:33:25,40,,45205,232
12:33:26,40,,45206,233
12:33:26,40,,45206,233
12:33:26,40,,45206,233
12:33:26,40,,45206,233
12:33:27,40,,45207,234
12:33:27,40,,45207,234
12:33:27,40,,45207,234
12:33:28,40,,45208,235
12:33:28,40,,45208,235
12:33:28,40,,45208,235
12:33:28,40,,45208,235
12:33:29,40,,45209,236
12:33:29,40,,45209,236
12:33:29,40,,45209,236
12:33:29,40,,45209,236
12:33:30,40,,45210,237
12:33:30,40,,45210,237
12:33:30,40,,45210,237
12:33:30,39,,45210,237
12:33:31,39,,45211,238
12:33:31,39,,45211,238
12:33:31,39,,45211,238
12:33:31,39,,45211,238
12:33:32,39,,45212,239
12:33:32,39,,45212,239
12:33:32,39,,45212,239
12:33:32,39,,45212,239
12:33:33,39,,45213,240
12:33:33,39,,45213,240
12:33:33,39,,45213,240
12:33:33,39,,45213,240
12:33:34,39,,45214,241
12:33:34,39,,45214,241
12:33:34,39,,45214,241
12:33:35,39,,45215,242
12:33:35,39,,45215,242
12:33:35,39,,45215,242
12:33:35,39,,45215,242
12:33:36,39,,45216,243
12:33:36,39,,45216,243
12:33:36,39,,45216,243
12:33:36,39,,45216,243
12:33:37,39,,45217,244
12:33:37,39,,45217,244
12:33:37,39,,45217,244
12:33:37,39,,45217,244
12:33:38,39,,45218,245
12:33:38,39,,45218,245
12:33:38,39,,45218,245
12:33:38,39,,45218,245
12:33:39,39,,45219,246
12:33:39,39,,45219,246
12:33:39,39,,45219,246
12:33:39,39,,45219,246
12:33:40,39,,45220,247
12:33:40,39,,45220,247
12:33:40,39,,45220,247
12:33:41,39,,45221,248
12:33:41,39,,45221,248
12:33:41,39,,45221,248
12:33:41,39,,45221,248
12:33:42,39,,45222,249
12:33:42,39,,45222,249
12:33:42,39,,45222,249
12:33:42,39,,45222,249
12:33:43,39,,45223,250
12:33:43,39,,45223,250
12:33:43,39,,45223,250
12:33:43,39,,45223,250
12:33:44,39,,45224,251
12:33:44,39,,45224,251
12:33:44,39,,45224,251
12:33:44,39,,45224,251
12:33:45,39,,45225,252
12:33:45,39,,45225,252
12:33:45,39,,45225,252
12:33:45,39,,45225,252
12:33:46,39,,45226,253
12:33:46,39,,45226,253
12:33:46,39,,45226,253
12:33:47,39,,45227,254
12:33:47,39,,45227,254
12:33:47,39,,45227,254
12:33:47,39,,45227,254
12:33:48,39,,45228,255
12:33:48,39,,45228,255
12:33:48,39,,45228,255
12:33:48,39,,45228,255
12:33:49,39,,45229,256
12:33:49,39,,45229,256
12:33:49,39,,45229,256
12:33:49,39,,45229,256
