16:20:43.038	90,
16:20:43.298	90,
16:20:43.553	90,
16:20:43.797	90,
16:20:44.054	90,
16:20:44.308	90,
16:20:44.558	90,
16:20:44.811	90,
16:20:45.072	90,
16:20:45.323	90,
16:20:45.564	90,
16:20:45.822	90,
16:20:46.073	90,
16:20:46.335	90,
16:20:46.573	90,
16:20:46.832	90,
16:20:47.090	90,
16:20:47.345	90,
16:20:47.585	90,
16:20:47.840	90,
16:20:48.088	90,
16:20:48.348	90,
16:20:48.604	90,
16:20:48.860	90,
16:20:49.098	90,
16:20:49.352	90,
16:20:49.608	90,
16:20:49.864	90,
16:20:50.117	90,
16:20:50.374	90,
16:20:50.632	90,
16:20:50.868	90,
16:20:51.123	90,
16:20:51.383	90,
16:20:51.636	89,
16:20:51.887	89,
16:20:52.144	89,
16:20:52.385	89,
16:20:52.647	89,
16:20:52.892	89,
16:20:53.152	89,
16:20:53.404	89,
16:20:53.658	89,
16:20:53.898	89,
16:20:54.154	89,
16:20:54.408	89,
16:20:54.654	89,
16:20:54.906	89,
16:20:55.158	88,
16:20:55.421	88,
16:20:55.673	88,
16:20:55.928	88,
16:20:56.181	88,
16:20:56.436	88,
16:20:56.674	88,
16:20:56.934	88,
16:20:57.188	88,
16:20:57.441	88,
16:20:57.691	88,
16:20:57.936	88,
16:20:58.195	88,
16:20:58.455	88,
16:20:58.709	88,
16:20:58.951	88,
16:20:59.205	87,
16:20:59.461	87,
16:20:59.719	87,
16:20:59.962	87,
16:21:00.211	87,
16:21:00.469	87,
16:21:00.723	87,
16:21:00.970	87,
16:21:01.243	87,
16:21:01.471	86,
16:21:01.731	86,
16:21:01.982	86,
16:21:02.239	86,
16:21:02.476	86,
16:21:02.736	86,
16:21:02.995	86,
16:21:03.239	86,
16:21:03.495	86,
16:21:03.749	86,
16:21:04.005	86,
16:21:04.253	86,
16:21:04.511	86,
16:21:04.766	86,
16:21:05.021	85,
16:21:05.259	85,
16:21:05.515	85,
16:21:05.771	85,
16:21:06.025	85,
16:21:06.281	85,
16:21:06.521	85,
16:21:06.775	85,
16:21:07.036	85,
16:21:07.289	85,
16:21:07.543	85,
16:21:07.798	85,
16:21:08.032	85,
16:21:08.291	85,
16:21:08.549	85,
16:21:08.805	84,
16:21:09.075	84,
16:21:09.303	84,
16:21:09.555	84,
16:21:09.811	84,
16:21:10.066	83,
16:21:10.323	83,
16:21:10.562	83,
16:21:10.815	83,
16:21:11.069	83,
16:21:11.326	83,
16:21:11.584	83,
16:21:11.833	83,
16:21:12.088	83,
16:21:12.342	83,
16:21:12.584	83,
16:21:12.839	83,
16:21:13.094	82,
16:21:13.349	82,
16:21:13.623	82,
16:21:13.849	82,
16:21:14.109	82,
16:21:14.349	82,
16:21:14.609	82,
16:21:14.863	82,
16:21:15.117	82,
16:21:15.359	82,
16:21:15.614	82,
16:21:15.870	82,
16:21:16.119	81,
16:21:16.381	81,
16:21:16.636	81,
16:21:16.874	81,
16:21:17.128	81,
16:21:17.384	81,
16:21:17.640	81,
16:21:17.897	81,
16:21:18.135	81,
16:21:18.394	80,
16:21:18.655	80,
16:21:18.904	80,
16:21:19.144	80,
16:21:19.402	80,
16:21:19.654	80,
16:21:19.912	80,
16:21:20.166	80,
16:21:20.422	80,
16:21:20.660	80,
16:21:20.916	80,
16:21:21.174	80,
16:21:21.448	80,
16:21:21.684	79,
16:21:21.924	79,
16:21:22.178	79,
16:21:22.436	79,
16:21:22.692	79,
16:21:22.947	79,
16:21:23.186	79,
16:21:23.444	79,
16:21:23.700	79,
16:21:23.955	79,
16:21:24.208	78,
16:21:24.466	78,
16:21:24.704	78,
16:21:24.960	78,
16:21:25.216	78,
16:21:25.470	78,
16:21:25.710	78,
16:21:25.966	78,
16:21:26.222	78,
16:21:26.475	78,
16:21:26.746	77,
16:21:26.972	77,
16:21:27.225	77,
16:21:27.482	77,
16:21:27.734	77,
16:21:27.992	77,
16:21:28.266	77,
16:21:28.502	77,
16:21:28.742	77,
16:21:28.999	77,
16:21:29.254	76,
16:21:29.506	76,
16:21:29.747	76,
16:21:30.006	76,
16:21:30.258	76,
16:21:30.514	76,
16:21:30.771	76,
16:21:31.024	76,
16:21:31.264	76,
16:21:31.518	76,
16:21:31.770	76,
16:21:32.023	75,
16:21:32.282	75,
16:21:32.537	75,
16:21:32.792	75,
16:21:33.032	75,
16:21:33.285	75,
16:21:33.540	75,
16:21:33.796	75,
16:21:34.050	75,
16:21:34.305	75,
16:21:34.560	75,
16:21:34.803	75,
16:21:35.061	75,
16:21:35.312	75,
16:21:35.574	74,
16:21:35.822	74,
16:21:36.078	74,
16:21:36.317	74,
16:21:36.575	74,
16:21:36.828	74,
16:21:37.082	74,
16:21:37.339	74,
16:21:37.582	74,
16:21:37.839	73,
16:21:38.092	73,
16:21:38.345	73,
16:21:38.598	73,
16:21:38.859	73,
16:21:39.097	73,
16:21:39.350	73,
16:21:39.591	73,
16:21:39.861	73,
16:21:40.118	73,
16:21:40.359	73,
16:21:40.615	73,
16:21:40.866	73,
16:21:41.125	72,
16:21:41.378	72,
16:21:41.619	72,
16:21:41.877	72,
16:21:42.128	72,
16:21:42.386	72,
16:21:42.629	72,
16:21:42.883	72,
